Record_ID,Month,Installation,Building_Number,Region,Housing_Type,Design_Category_Code,Total_Beds,Occupied_Beds,Vacant_Beds,Net_Use_Percent,Condition_Score,Open_Work_Orders,Priority_Level,Data_Quality_Flag
1215,2025-03-01,Fort Mason,BLDG-211,CONUS,Transient Training,72116,200,155,45,77.5,86,11,Medium,Cleaned
1216,2025-03-01,Fort Mason,BLDG-212,CONUS,PP Senior NCO,72113,300,188,112,62.67,63,27,High,Cleaned
1217,2025-03-01,Camp Harbor,BLDG-301,CONUS,Training - AIT,72115,180,133,47,73.89,82,14,Medium,Cleaned
1219,2025-03-01,Camp Harbor,BLDG-303,CONUS,PP Officer,72114,300,186,114,62.0,58,15,High,Cleaned
1220,2025-03-01,Camp Harbor,BLDG-304,CONUS,Permanent Party Enlisted,72111,120,115,5,95.83,98,11,Low,Cleaned
1221,2025-03-01,Camp Harbor,BLDG-305,CONUS,PP Senior NCO,72113,100,90,10,90.0,93,1,Low,Cleaned
1222,2025-03-01,Camp Harbor,BLDG-306,OCONUS,PP Senior NCO,72113,180,128,52,71.11,55,14,Medium,Cleaned
1223,2025-03-01,Camp Harbor,BLDG-307,CONUS,Transient Training,72116,100,66,34,66.0,89,5,High,Cleaned
1224,2025-03-01,Camp Harbor,BLDG-308,CONUS,Training - Basic,72112,200,139,61,69.5,82,13,High,Cleaned
1225,2025-03-01,Camp Harbor,BLDG-309,CONUS,Training - AIT,72115,300,294,6,98.0,71,23,Medium,Cleaned
1226,2025-03-01,Camp Harbor,BLDG-310,CONUS,PP Officer,72114,120,81,39,67.5,61,13,High,Cleaned
1227,2025-03-01,Camp Harbor,BLDG-311,OCONUS,Transient Training,72116,180,168,12,93.33,87,15,Low,Cleaned
1228,2025-03-01,Camp Harbor,BLDG-312,CONUS,PP Officer,72114,150,107,43,71.33,65,14,Medium,Cleaned
1229,2025-03-01,Fort Sentinel,BLDG-401,CONUS,PP Officer,72114,80,78,2,97.5,86,9,Low,Cleaned
1230,2025-03-01,Fort Sentinel,BLDG-402,OCONUS,Permanent Party Enlisted,72111,100,75,25,75.0,74,13,Medium,Cleaned
1231,2025-03-01,Fort Sentinel,BLDG-403,CONUS,Training - AIT,72115,80,75,5,93.75,91,3,Low,Cleaned
1232,2025-03-01,Fort Sentinel,BLDG-404,CONUS,Permanent Party Enlisted,72111,100,70,30,70.0,59,10,Medium,Cleaned
1233,2025-03-01,Fort Sentinel,BLDG-405,CONUS,PP Officer,72114,120,99,21,82.5,85,19,Medium,Cleaned
1235,2025-03-01,Fort Sentinel,BLDG-407,OCONUS,PP Senior NCO,72113,150,101,49,67.33,67,13,High,Cleaned
1236,2025-03-01,Fort Sentinel,BLDG-408,CONUS,Transient Training,72116,180,176,4,97.78,97,4,Low,Cleaned
1237,2025-03-01,Fort Sentinel,BLDG-409,CONUS,Transient Training,72116,200,196,4,98.0,88,2,Low,Cleaned
1238,2025-03-01,Fort Sentinel,BLDG-410,CONUS,PP Senior NCO,72113,100,70,30,70.0,59,25,Medium,Cleaned
1239,2025-03-01,Fort Sentinel,BLDG-411,CONUS,Training - Basic,72112,80,46,34,57.5,69,20,High,Cleaned
1240,2025-03-01,Fort Sentinel,BLDG-412,CONUS,PP Officer,72114,150,108,42,72.0,95,7,Medium,Cleaned
1241,2025-03-01,Camp Liberty,BLDG-501,CONUS,Permanent Party Enlisted,72111,150,105,45,70.0,57,21,Medium,Cleaned
1242,2025-03-01,Camp Liberty,BLDG-502,CONUS,Training - Basic,72112,100,47,53,47.0,72,3,High,Cleaned
1243,2025-03-01,Camp Liberty,BLDG-503,CONUS,Transient Training,72116,300,207,93,69.0,63,15,High,Cleaned
1244,2025-03-01,Camp Liberty,BLDG-504,CONUS,Transient Training,72116,300,230,70,76.67,85,9,Medium,Cleaned
1245,2025-03-01,Camp Liberty,BLDG-505,CONUS,PP Senior NCO,72113,150,119,31,79.33,97,5,Medium,Cleaned
1246,2025-03-01,Camp Liberty,BLDG-506,CONUS,PP Senior NCO,72113,200,153,47,76.5,84,11,Medium,Cleaned
1247,2025-03-01,Camp Liberty,BLDG-507,CONUS,Transient Training,72116,80,77,3,96.25,96,14,Low,Cleaned
1248,2025-03-01,Camp Liberty,BLDG-508,CONUS,Permanent Party Enlisted,72111,80,60,20,75.0,76,10,Medium,Cleaned
1249,2025-03-01,Camp Liberty,BLDG-509,CONUS,Permanent Party Enlisted,72111,150,132,18,88.0,89,7,Low,Cleaned
1250,2025-03-01,Camp Liberty,BLDG-510,CONUS,PP Senior NCO,72113,120,94,26,78.33,72,5,Medium,Cleaned
1251,2025-03-01,Camp Liberty,BLDG-511,OCONUS,PP Senior NCO,72113,150,114,36,76.0,59,12,Medium,Cleaned
1252,2025-03-01,Camp Liberty,BLDG-512,CONUS,PP Senior NCO,72113,100,78,22,78.0,89,1,Medium,Cleaned
1253,2025-03-01,Fort Patriot,BLDG-601,OCONUS,Permanent Party Enlisted,72111,100,90,10,90.0,70,13,Low,Cleaned
1254,2025-03-01,Fort Patriot,BLDG-602,CONUS,Training - AIT,72115,250,221,29,88.4,68,15,Low,Cleaned
1255,2025-03-01,Fort Patriot,BLDG-603,CONUS,PP Senior NCO,72113,80,43,37,53.75,55,12,High,Cleaned
1256,2025-03-01,Fort Patriot,BLDG-604,OCONUS,PP Senior NCO,72113,180,167,13,92.78,84,6,Low,Cleaned
1257,2025-03-01,Fort Patriot,BLDG-605,CONUS,Training - Basic,72112,250,193,57,77.2,90,8,Medium,Cleaned
1258,2025-03-01,Fort Patriot,BLDG-606,CONUS,Transient Training,72116,300,233,67,77.67,73,8,Medium,Cleaned
1259,2025-03-01,Fort Patriot,BLDG-607,CONUS,Training - AIT,72115,80,67,13,83.75,89,6,Medium,Cleaned
1260,2025-03-01,Fort Patriot,BLDG-608,CONUS,Permanent Party Enlisted,72111,200,126,74,63.0,92,11,High,Cleaned
1261,2025-03-01,Fort Patriot,BLDG-609,CONUS,PP Senior NCO,72113,120,94,26,78.33,87,16,Medium,Cleaned
1262,2025-03-01,Fort Patriot,BLDG-610,CONUS,Permanent Party Enlisted,72111,120,73,47,60.83,59,8,High,Cleaned
1263,2025-03-01,Fort Patriot,BLDG-611,CONUS,Transient Training,72116,150,147,3,98.0,91,0,Low,Cleaned
1264,2025-03-01,Fort Patriot,BLDG-612,CONUS,Training - AIT,72115,80,62,18,77.5,81,14,Medium,Cleaned
1265,2025-03-01,Fort Eagle,BLDG-701,OCONUS,Transient Training,72116,200,147,53,73.5,68,6,Medium,Cleaned
1266,2025-03-01,Fort Eagle,BLDG-702,CONUS,Transient Training,72116,200,170,30,85.0,80,10,Low,Cleaned
1267,2025-03-01,Fort Eagle,BLDG-703,CONUS,Training - AIT,72115,180,154,26,85.56,59,19,Medium,Cleaned
1268,2025-03-01,Fort Eagle,BLDG-704,CONUS,Permanent Party Enlisted,72111,300,294,6,98.0,91,0,Low,Cleaned
1269,2025-03-01,Fort Eagle,BLDG-705,CONUS,Permanent Party Enlisted,72111,100,86,14,86.0,87,4,Low,Cleaned
1270,2025-03-01,Fort Eagle,BLDG-706,OCONUS,Training - Basic,72112,120,101,19,84.17,59,20,Medium,Cleaned
1271,2025-03-01,Fort Eagle,BLDG-707,CONUS,Training - AIT,72115,200,184,16,92.0,83,6,Low,Cleaned
1272,2025-03-01,Fort Eagle,BLDG-708,CONUS,PP Officer,72114,180,150,30,83.33,96,0,Medium,Cleaned
1273,2025-03-01,Fort Eagle,BLDG-709,CONUS,PP Officer,72114,80,78,2,97.5,90,11,Low,Cleaned
1274,2025-03-01,Fort Eagle,BLDG-710,OCONUS,Training - Basic,72112,100,72,28,72.0,63,20,Medium,Cleaned
1275,2025-03-01,Fort Eagle,BLDG-711,OCONUS,Training - Basic,72112,100,96,4,96.0,90,13,Low,Cleaned
1276,2025-03-01,Fort Eagle,BLDG-712,CONUS,Training - AIT,72115,180,109,71,60.56,68,10,High,Cleaned
1277,2025-03-01,Fort Monroe,BLDG-801,CONUS,Transient Training,72116,200,185,15,92.5,95,9,Low,Cleaned
1278,2025-03-01,Fort Monroe,BLDG-802,CONUS,Training - Basic,72112,300,245,55,81.67,58,11,Medium,Cleaned
1279,2025-03-01,Fort Monroe,BLDG-803,OCONUS,Permanent Party Enlisted,72111,250,182,68,72.8,57,28,High,Cleaned
1280,2025-03-01,Fort Monroe,BLDG-804,CONUS,Permanent Party Enlisted,72111,200,195,5,97.5,95,12,Low,Cleaned
1281,2025-03-01,Fort Monroe,BLDG-805,CONUS,Training - Basic,72112,120,105,15,87.5,90,12,Low,Cleaned
1282,2025-03-01,Fort Monroe,BLDG-806,CONUS,Transient Training,72116,250,230,20,92.0,62,16,Medium,Cleaned
1283,2025-03-01,Fort Monroe,BLDG-807,CONUS,Permanent Party Enlisted,72111,120,113,7,94.17,78,7,Low,Cleaned
1284,2025-03-01,Fort Monroe,BLDG-808,CONUS,PP Officer,72114,120,93,27,77.5,57,21,Medium,Cleaned
1285,2025-03-01,Fort Monroe,BLDG-809,OCONUS,Training - Basic,72112,200,128,72,64.0,57,22,High,Cleaned
1286,2025-03-01,Fort Monroe,BLDG-810,CONUS,Training - Basic,72112,150,127,23,84.67,97,3,Medium,Cleaned
1287,2025-03-01,Fort Monroe,BLDG-811,CONUS,Permanent Party Enlisted,72111,200,167,33,83.5,81,20,Medium,Cleaned
1288,2025-03-01,Fort Monroe,BLDG-812,OCONUS,PP Officer,72114,120,97,23,80.83,70,18,Medium,Cleaned
1289,2025-04-01,Fort Adams,BLDG-101,CONUS,Transient Training,72116,100,72,28,72.0,72,13,Medium,Cleaned
1290,2025-04-01,Fort Adams,BLDG-102,CONUS,Training - AIT,72115,150,93,57,62.0,61,13,High,Cleaned
1291,2025-04-01,Fort Adams,BLDG-103,CONUS,Transient Training,72116,100,80,20,80.0,57,17,Medium,Cleaned
1292,2025-04-01,Fort Adams,BLDG-104,CONUS,Permanent Party Enlisted,72111,100,98,2,98.0,87,8,Low,Cleaned
1293,2025-04-01,Fort Adams,BLDG-105,CONUS,PP Officer,72114,80,71,9,88.75,96,13,Low,Cleaned
1294,2025-04-01,Fort Adams,BLDG-106,CONUS,Transient Training,72116,250,206,44,82.4,92,0,Medium,Cleaned
1295,2025-04-01,Fort Adams,BLDG-107,CONUS,Training - Basic,72112,80,71,9,88.75,65,17,Medium,Cleaned
1296,2025-04-01,Fort Adams,BLDG-108,CONUS,Transient Training,72116,250,133,117,53.2,64,15,High,Cleaned
1297,2025-04-01,Fort Adams,BLDG-109,CONUS,Training - AIT,72115,200,157,43,78.5,79,20,Medium,Cleaned
1298,2025-04-01,Fort Adams,BLDG-110,OCONUS,Permanent Party Enlisted,72111,200,164,36,82.0,93,5,Medium,Cleaned
1299,2025-04-01,Fort Adams,BLDG-111,CONUS,Training - Basic,72112,80,63,17,78.75,89,3,Medium,Cleaned
1300,2025-04-01,Fort Adams,BLDG-112,CONUS,Permanent Party Enlisted,72111,250,181,69,72.4,73,6,Medium,Cleaned
1301,2025-04-01,Fort Mason,BLDG-201,CONUS,Transient Training,72116,200,124,76,62.0,59,8,High,Cleaned
1302,2025-04-01,Fort Mason,BLDG-202,CONUS,Permanent Party Enlisted,72111,150,87,63,58.0,60,8,High,Cleaned
1303,2025-04-01,Fort Mason,BLDG-203,CONUS,Training - AIT,72115,100,80,20,80.0,84,7,Medium,Cleaned
1304,2025-04-01,Fort Mason,BLDG-204,CONUS,Transient Training,72116,200,138,62,69.0,77,14,High,Cleaned
1305,2025-04-01,Fort Mason,BLDG-205,CONUS,Training - AIT,72115,180,165,15,91.67,98,4,Low,Cleaned
1306,2025-04-01,Fort Mason,BLDG-206,CONUS,Transient Training,72116,100,71,29,71.0,65,23,Medium,Cleaned
1307,2025-04-01,Fort Mason,BLDG-207,CONUS,PP Officer,72114,150,127,23,84.67,79,14,Medium,Cleaned
1308,2025-04-01,Fort Mason,BLDG-208,CONUS,Training - Basic,72112,150,69,81,46.0,58,13,High,Cleaned
1309,2025-04-01,Fort Mason,BLDG-209,OCONUS,Training - AIT,72115,80,49,31,61.25,80,9,High,Cleaned
1310,2025-04-01,Fort Mason,BLDG-210,CONUS,Training - Basic,72112,100,92,8,92.0,91,5,Low,Cleaned
1311,2025-04-01,Fort Mason,BLDG-211,CONUS,Transient Training,72116,200,182,18,91.0,86,4,Low,Cleaned
1312,2025-04-01,Fort Mason,BLDG-212,CONUS,PP Senior NCO,72113,300,241,59,80.33,63,7,Medium,Cleaned
1313,2025-04-01,Camp Harbor,BLDG-301,CONUS,Training - AIT,72115,180,146,34,81.11,82,13,Medium,Cleaned
1314,2025-04-01,Camp Harbor,BLDG-302,CONUS,PP Officer,72114,250,200,50,80.0,63,15,Medium,Cleaned
1315,2025-04-01,Camp Harbor,BLDG-303,CONUS,PP Officer,72114,300,274,26,91.33,58,14,Low,Cleaned
1316,2025-04-01,Camp Harbor,BLDG-304,CONUS,Permanent Party Enlisted,72111,120,105,15,87.5,98,0,Low,Cleaned
1317,2025-04-01,Camp Harbor,BLDG-305,CONUS,PP Senior NCO,72113,100,98,2,98.0,93,6,Low,Cleaned
1318,2025-04-01,Camp Harbor,BLDG-306,OCONUS,PP Senior NCO,72113,180,106,74,58.89,55,24,High,Cleaned
1319,2025-04-01,Camp Harbor,BLDG-307,CONUS,Transient Training,72116,100,98,2,98.0,89,9,Low,Cleaned
1320,2025-04-01,Camp Harbor,BLDG-308,CONUS,Training - Basic,72112,200,139,61,69.5,82,13,High,Cleaned
1321,2025-04-01,Camp Harbor,BLDG-309,CONUS,Training - AIT,72115,300,217,83,72.33,71,7,Medium,Cleaned
1322,2025-04-01,Camp Harbor,BLDG-310,CONUS,PP Officer,72114,120,101,19,84.17,61,5,Medium,Cleaned
1323,2025-04-01,Camp Harbor,BLDG-311,OCONUS,Transient Training,72116,180,166,14,92.22,87,12,Low,Cleaned
1324,2025-04-01,Camp Harbor,BLDG-312,CONUS,PP Officer,72114,150,144,6,96.0,65,16,Medium,Cleaned
1325,2025-04-01,Fort Sentinel,BLDG-401,CONUS,PP Officer,72114,80,52,28,65.0,86,5,High,Cleaned
1326,2025-04-01,Fort Sentinel,BLDG-402,OCONUS,Permanent Party Enlisted,72111,100,81,19,81.0,74,14,Medium,Cleaned
1327,2025-04-01,Fort Sentinel,BLDG-403,CONUS,Training - AIT,72115,80,78,2,97.5,91,0,Low,Cleaned
1328,2025-04-01,Fort Sentinel,BLDG-404,CONUS,Permanent Party Enlisted,72111,100,69,31,69.0,59,21,High,Cleaned
1329,2025-04-01,Fort Sentinel,BLDG-405,CONUS,PP Officer,72114,120,118,2,98.33,85,19,Medium,Cleaned
1330,2025-04-01,Fort Sentinel,BLDG-406,CONUS,PP Officer,72114,120,103,17,85.83,93,13,Low,Cleaned
1331,2025-04-01,Fort Sentinel,BLDG-407,OCONUS,PP Senior NCO,72113,150,140,10,93.33,67,20,Medium,Cleaned
1332,2025-04-01,Fort Sentinel,BLDG-408,CONUS,Transient Training,72116,180,176,4,97.78,97,11,Low,Cleaned
1333,2025-04-01,Fort Sentinel,BLDG-409,CONUS,Transient Training,72116,200,158,42,79.0,88,2,Medium,Cleaned
1334,2025-04-01,Fort Sentinel,BLDG-410,CONUS,PP Senior NCO,72113,100,82,18,82.0,59,15,Medium,Cleaned
1335,2025-04-01,Fort Sentinel,BLDG-411,CONUS,Training - Basic,72112,80,62,18,77.5,69,11,Medium,Cleaned
1336,2025-04-01,Fort Sentinel,BLDG-412,CONUS,PP Officer,72114,150,130,20,86.67,95,8,Low,Cleaned
1337,2025-04-01,Camp Liberty,BLDG-501,CONUS,Permanent Party Enlisted,72111,150,92,58,61.33,57,17,High,Cleaned
1338,2025-04-01,Camp Liberty,BLDG-502,CONUS,Training - Basic,72112,100,81,19,81.0,72,13,Medium,Cleaned
1339,2025-04-01,Camp Liberty,BLDG-503,CONUS,Transient Training,72116,300,201,99,67.0,63,19,High,Cleaned
1340,2025-04-01,Camp Liberty,BLDG-504,CONUS,Transient Training,72116,300,294,6,98.0,85,7,Low,Cleaned
1341,2025-04-01,Camp Liberty,BLDG-505,CONUS,PP Senior NCO,72113,150,147,3,98.0,97,11,Low,Cleaned
1342,2025-04-01,Camp Liberty,BLDG-506,CONUS,PP Senior NCO,72113,200,117,83,58.5,84,6,High,Cleaned
1343,2025-04-01,Camp Liberty,BLDG-507,CONUS,Transient Training,72116,80,68,12,85.0,96,11,Low,Cleaned
1344,2025-04-01,Camp Liberty,BLDG-508,CONUS,Permanent Party Enlisted,72111,80,66,14,82.5,76,14,Medium,Cleaned
1345,2025-04-01,Camp Liberty,BLDG-509,CONUS,Permanent Party Enlisted,72111,150,141,9,94.0,89,4,Low,Cleaned
1346,2025-04-01,Camp Liberty,BLDG-510,CONUS,PP Senior NCO,72113,120,86,34,71.67,72,7,Medium,Cleaned
1347,2025-04-01,Camp Liberty,BLDG-511,OCONUS,PP Senior NCO,72113,150,106,44,70.67,59,16,Medium,Cleaned
1348,2025-04-01,Camp Liberty,BLDG-512,CONUS,PP Senior NCO,72113,100,89,11,89.0,89,5,Low,Cleaned
1349,2025-04-01,Fort Patriot,BLDG-601,OCONUS,Permanent Party Enlisted,72111,100,87,13,87.0,70,18,Medium,Cleaned
1350,2025-04-01,Fort Patriot,BLDG-602,CONUS,Training - AIT,72115,250,231,19,92.4,68,18,Medium,Cleaned
1351,2025-04-01,Fort Patriot,BLDG-603,CONUS,PP Senior NCO,72113,80,58,22,72.5,55,21,Medium,Cleaned
1352,2025-04-01,Fort Patriot,BLDG-604,OCONUS,PP Senior NCO,72113,180,164,16,91.11,84,7,Low,Cleaned
1353,2025-04-01,Fort Patriot,BLDG-605,CONUS,Training - Basic,72112,250,245,5,98.0,90,17,Medium,Cleaned
1354,2025-04-01,Fort Patriot,BLDG-606,CONUS,Transient Training,72116,300,294,6,98.0,73,13,Low,Cleaned
1355,2025-04-01,Fort Patriot,BLDG-607,CONUS,Training - AIT,72115,80,73,7,91.25,89,11,Low,Cleaned
1356,2025-04-01,Fort Patriot,BLDG-608,CONUS,Permanent Party Enlisted,72111,200,178,22,89.0,92,11,Low,Cleaned
1357,2025-04-01,Fort Patriot,BLDG-609,CONUS,PP Senior NCO,72113,120,102,18,85.0,87,8,Low,Cleaned
1358,2025-04-01,Fort Patriot,BLDG-610,CONUS,Permanent Party Enlisted,72111,120,108,12,90.0,59,17,Medium,Cleaned
1359,2025-04-01,Fort Patriot,BLDG-611,CONUS,Transient Training,72116,150,134,16,89.33,91,13,Low,Cleaned
1360,2025-04-01,Fort Patriot,BLDG-612,CONUS,Training - AIT,72115,80,68,12,85.0,81,12,Low,Cleaned
1361,2025-04-01,Fort Eagle,BLDG-701,OCONUS,Transient Training,72116,200,153,47,76.5,68,8,Medium,Cleaned
1362,2025-04-01,Fort Eagle,BLDG-702,CONUS,Transient Training,72116,200,165,35,82.5,80,5,Medium,Cleaned
1363,2025-04-01,Fort Eagle,BLDG-703,CONUS,Training - AIT,72115,180,134,46,74.44,59,10,Medium,Cleaned
1364,2025-04-01,Fort Eagle,BLDG-704,CONUS,Permanent Party Enlisted,72111,300,293,7,97.67,91,12,Low,Cleaned
1365,2025-04-01,Fort Eagle,BLDG-705,CONUS,Permanent Party Enlisted,72111,100,89,11,89.0,87,9,Low,Cleaned
1366,2025-04-01,Fort Eagle,BLDG-706,OCONUS,Training - Basic,72112,120,92,28,76.67,59,6,Medium,Cleaned
1367,2025-04-01,Fort Eagle,BLDG-707,CONUS,Training - AIT,72115,200,147,53,73.5,83,10,Medium,Cleaned
1368,2025-04-01,Fort Eagle,BLDG-708,CONUS,PP Officer,72114,180,170,10,94.44,96,7,Low,Cleaned
1369,2025-04-01,Fort Eagle,BLDG-709,CONUS,PP Officer,72114,80,62,18,77.5,90,9,Medium,Cleaned
1370,2025-04-01,Fort Eagle,BLDG-710,OCONUS,Training - Basic,72112,100,70,30,70.0,63,10,Medium,Cleaned
1371,2025-04-01,Fort Eagle,BLDG-711,OCONUS,Training - Basic,72112,100,91,9,91.0,90,7,Low,Cleaned
1372,2025-04-01,Fort Eagle,BLDG-712,CONUS,Training - AIT,72115,180,160,20,88.89,68,17,Medium,Cleaned
1373,2025-04-01,Fort Monroe,BLDG-801,CONUS,Transient Training,72116,200,196,4,98.0,95,9,Low,Cleaned
1374,2025-04-01,Fort Monroe,BLDG-802,CONUS,Training - Basic,72112,300,191,109,63.67,58,12,High,Cleaned
1375,2025-04-01,Fort Monroe,BLDG-803,OCONUS,Permanent Party Enlisted,72111,250,142,108,56.8,57,31,High,Cleaned
1376,2025-04-01,Fort Monroe,BLDG-804,CONUS,Permanent Party Enlisted,72111,200,159,41,79.5,95,6,Medium,Cleaned
1377,2025-04-01,Fort Monroe,BLDG-805,CONUS,Training - Basic,72112,120,101,19,84.17,90,7,Medium,Cleaned
1378,2025-04-01,Fort Monroe,BLDG-806,CONUS,Transient Training,72116,250,170,80,68.0,62,6,High,Cleaned
1379,2025-04-01,Fort Monroe,BLDG-807,CONUS,Permanent Party Enlisted,72111,120,86,34,71.67,78,5,Medium,Cleaned
1380,2025-04-01,Fort Monroe,BLDG-808,CONUS,PP Officer,72114,120,84,36,70.0,57,13,Medium,Cleaned
1381,2025-04-01,Fort Monroe,BLDG-809,OCONUS,Training - Basic,72112,200,129,71,64.5,57,18,High,Cleaned
1382,2025-04-01,Fort Monroe,BLDG-810,CONUS,Training - Basic,72112,150,129,21,86.0,97,11,Low,Cleaned
1383,2025-04-01,Fort Monroe,BLDG-811,CONUS,Permanent Party Enlisted,72111,200,159,41,79.5,81,12,Medium,Cleaned
1384,2025-04-01,Fort Monroe,BLDG-812,OCONUS,PP Officer,72114,120,78,42,65.0,70,17,High,Cleaned
1385,2025-05-01,Fort Adams,BLDG-101,CONUS,Transient Training,72116,100,75,25,75.0,72,15,Medium,Cleaned
1386,2025-05-01,Fort Adams,BLDG-102,CONUS,Training - AIT,72115,150,115,35,76.67,61,15,Medium,Cleaned
1387,2025-05-01,Fort Adams,BLDG-103,CONUS,Transient Training,72116,100,74,26,74.0,57,15,Medium,Cleaned
1388,2025-05-01,Fort Adams,BLDG-104,CONUS,Permanent Party Enlisted,72111,100,98,2,98.0,87,14,Low,Cleaned
1389,2025-05-01,Fort Adams,BLDG-105,CONUS,PP Officer,72114,80,77,3,96.25,96,1,Low,Cleaned
1390,2025-05-01,Fort Adams,BLDG-106,CONUS,Transient Training,72116,250,195,55,78.0,92,5,Medium,Cleaned
1391,2025-05-01,Fort Adams,BLDG-107,CONUS,Training - Basic,72112,80,58,22,72.5,65,17,Medium,Cleaned
1392,2025-05-01,Fort Adams,BLDG-108,CONUS,Transient Training,72116,250,165,85,66.0,64,21,High,Cleaned
1393,2025-05-01,Fort Adams,BLDG-109,CONUS,Training - AIT,72115,200,165,35,82.5,79,1,Medium,Cleaned
1394,2025-05-01,Fort Adams,BLDG-110,OCONUS,Permanent Party Enlisted,72111,200,169,31,84.5,93,0,Medium,Cleaned
1395,2025-05-01,Fort Adams,BLDG-111,CONUS,Training - Basic,72112,80,64,16,80.0,89,6,Medium,Cleaned
1396,2025-05-01,Fort Adams,BLDG-112,CONUS,Permanent Party Enlisted,72111,250,183,67,73.2,73,11,Medium,Cleaned
1397,2025-05-01,Fort Mason,BLDG-201,CONUS,Transient Training,72116,200,137,63,68.5,59,13,High,Cleaned
1398,2025-05-01,Fort Mason,BLDG-202,CONUS,Permanent Party Enlisted,72111,150,132,18,88.0,60,22,Medium,Cleaned
1399,2025-05-01,Fort Mason,BLDG-203,CONUS,Training - AIT,72115,100,74,26,74.0,84,16,Medium,Cleaned
1400,2025-05-01,Fort Mason,BLDG-204,CONUS,Transient Training,72116,200,131,69,65.5,77,8,High,Cleaned
1401,2025-05-01,Fort Mason,BLDG-205,CONUS,Training - AIT,72115,180,176,4,97.78,98,0,Low,Cleaned
1402,2025-05-01,Fort Mason,BLDG-206,CONUS,Transient Training,72116,100,81,19,81.0,65,8,Medium,Cleaned
1403,2025-05-01,Fort Mason,BLDG-207,CONUS,PP Officer,72114,150,122,28,81.33,79,10,Medium,Cleaned
1404,2025-05-01,Fort Mason,BLDG-208,CONUS,Training - Basic,72112,150,133,17,88.67,58,12,Low,Cleaned
1405,2025-05-01,Fort Mason,BLDG-209,OCONUS,Training - AIT,72115,80,66,14,82.5,80,14,Medium,Cleaned
1406,2025-05-01,Fort Mason,BLDG-210,CONUS,Training - Basic,72112,100,86,14,86.0,91,4,Low,Cleaned
1408,2025-05-01,Fort Mason,BLDG-212,CONUS,PP Senior NCO,72113,300,250,50,83.33,63,11,Medium,Cleaned
1409,2025-05-01,Camp Harbor,BLDG-301,CONUS,Training - AIT,72115,180,143,37,79.44,82,12,Medium,Cleaned
1411,2025-05-01,Camp Harbor,BLDG-303,CONUS,PP Officer,72114,300,215,85,71.67,58,13,Medium,Cleaned
1412,2025-05-01,Camp Harbor,BLDG-304,CONUS,Permanent Party Enlisted,72111,120,101,19,84.17,98,9,Medium,Cleaned
1413,2025-05-01,Camp Harbor,BLDG-305,CONUS,PP Senior NCO,72113,100,79,21,79.0,93,14,Medium,Cleaned
1415,2025-05-01,Camp Harbor,BLDG-307,CONUS,Transient Training,72116,100,90,10,90.0,89,10,Low,Cleaned
1416,2025-05-01,Camp Harbor,BLDG-308,CONUS,Training - Basic,72112,200,183,17,91.5,82,16,Medium,Cleaned
1417,2025-05-01,Camp Harbor,BLDG-309,CONUS,Training - AIT,72115,300,225,75,75.0,71,10,Medium,Cleaned
1418,2025-05-01,Camp Harbor,BLDG-310,CONUS,PP Officer,72114,120,81,39,67.5,61,11,High,Cleaned
1419,2025-05-01,Camp Harbor,BLDG-311,OCONUS,Transient Training,72116,180,142,38,78.89,87,11,Medium,Cleaned
1420,2025-05-01,Camp Harbor,BLDG-312,CONUS,PP Officer,72114,150,113,37,75.33,65,12,Medium,Cleaned
1421,2025-05-01,Fort Sentinel,BLDG-401,CONUS,PP Officer,72114,80,63,17,78.75,86,11,Medium,Cleaned
1422,2025-05-01,Fort Sentinel,BLDG-402,OCONUS,Permanent Party Enlisted,72111,100,75,25,75.0,74,7,Medium,Cleaned
1423,2025-05-01,Fort Sentinel,BLDG-403,CONUS,Training - AIT,72115,80,70,10,87.5,91,7,Low,Cleaned
1424,2025-05-01,Fort Sentinel,BLDG-404,CONUS,Permanent Party Enlisted,72111,100,62,38,62.0,59,20,High,Cleaned
1425,2025-05-01,Fort Sentinel,BLDG-405,CONUS,PP Officer,72114,120,113,7,94.17,85,10,Low,Cleaned
1426,2025-05-01,Fort Sentinel,BLDG-406,CONUS,PP Officer,72114,120,109,11,90.83,93,10,Low,Cleaned
1427,2025-05-01,Fort Sentinel,BLDG-407,OCONUS,PP Senior NCO,72113,150,114,36,76.0,67,19,Medium,Cleaned
1428,2025-05-01,Fort Sentinel,BLDG-408,CONUS,Transient Training,72116,180,176,4,97.78,97,7,Low,Cleaned
1429,2025-05-01,Fort Sentinel,BLDG-409,CONUS,Transient Training,72116,200,183,17,91.5,88,13,Low,Cleaned
1430,2025-05-01,Fort Sentinel,BLDG-410,CONUS,PP Senior NCO,72113,100,69,31,69.0,59,11,High,Cleaned
1431,2025-05-01,Fort Sentinel,BLDG-411,CONUS,Training - Basic,72112,80,69,11,86.25,69,6,Low,Cleaned
1432,2025-05-01,Fort Sentinel,BLDG-412,CONUS,PP Officer,72114,150,147,3,98.0,95,12,Low,Cleaned
1433,2025-05-01,Camp Liberty,BLDG-501,CONUS,Permanent Party Enlisted,72111,150,110,40,73.33,57,17,Medium,Cleaned
1434,2025-05-01,Camp Liberty,BLDG-502,CONUS,Training - Basic,72112,100,97,3,97.0,72,8,Low,Cleaned
1435,2025-05-01,Camp Liberty,BLDG-503,CONUS,Transient Training,72116,300,189,111,63.0,63,12,High,Cleaned
